model,name
SM-R510NZAAMEA,Galaxy Buds2 Pro
SM-R177NZTAMEA,Galaxy Buds2
SM-R177NZKAMEA,Galaxy Buds2
SM-R190NZKAMEA,Galaxy Buds Pro
SM-R180NZNAMEA,Galaxy Buds Live
SM-R175NZKAMEA,Galaxy Buds+
