brand,url,name,price,image,releaseDate,simSupport,dimensions,weight,os,screenSize,resolution,screenType,screenProtection,internalMemory,ram,cardSlot,processor,gpu,battery,frontCamera,frontFlash,frontVideoRec,backCamera,backFlash,backVideRec,bluetooth,3G,4G\LTE,5G,radio,wifi,nfc
infinix,"https://priceoye.pk/mobiles/infinix/infinix-smart-6-hd
","infinix smart 6 hd
","Rs  22,499",https://images.priceoye.pk/infinix-smart-6-hd-pakistan-priceoye-3d6p4-500x500.webp,2022-07-04,"Dual SIM (Nano-SIM, dual stand-by)",N/A,N/A,Android 11 (Go edition),6.6 Inches,720 x 1600 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,32 GB,2 GB,"microSD Card, (supports up to 256GB)",Unisoc SC9863A (28nm),IMG8322,"(Li-Po Non removable), 5000 mAh",8 MP,No,720p@30fps,8 MP + QVGA,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
infinix,"https://priceoye.pk/mobiles/infinix/infinix-zero-20
","infinix zero 20
","Rs  79,999",https://images.priceoye.pk/infinix-zero-20-pakistan-priceoye-ughat-500x500.webp,2022-10-20,"Dual SIM (Nano-SIM, dual stand-by)",164.4 x 76.7 x 8 mm,196 g,"Android 12, XOS 12",6.7 inches,1080 x 2400 pixels,"AMOLED Capacitive Touchscreen, Multitouch",N/A,128/256 GB,8 GB,microSDXC (dedicated slot),MediaTek MT8781 Helio G99 (6nm),Mali-G57 MC2,"Li-Po 4500 mAh, non-removable",60 MP,Yes,1440p@30fps,108 MP + 13 MP + 2 MP,Yes,1440p@30fps,Yes,Yes,Yes,No,Yes,Yes,Yes
tecno,"https://priceoye.pk/mobiles/tecno/tecno-pop-5
","tecno pop 5
","Rs  17,299",https://images.priceoye.pk/tecno-pop-5-pakistan-priceoye-zmodd-500x500.webp,2021-07-26,"Dual SIM (Nano-SIM, dual stand-by)",157.7 x 75.7 x 9.55 mm,N/A,"Android 10 (Go edition), HIOS",6.1 inches,720 x 1560 pixels,IPS LCD,N/A,16/32 GB,1/2 GB,microSDXC,1.3 GHz Quad-Core,N/A,"Li-Po 4000 mAh, non-removable",5 MP,Yes,Yes,5 MP + VGA,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
tecno,"https://priceoye.pk/mobiles/tecno/tecno-camon-19-neo
","tecno camon 19 neo
","Rs  41,999",https://images.priceoye.pk/tecno-camon-19-neo-pakistan-priceoye-aztir-500x500.webp,2022-07-06,"Dual SIM (Nano-SIM, dual stand-by)",168.8 x 76.9 x 8.5 mm,null,"Android 12, HIOS 8.6",6.8 inches,1080 x 2460 pixels,IPS LCD,N/A,128GB,6GB RAM,Unspecified,MediaTek Helio G85,Mali-G52 MC2,"Li-Po 5000 mAh, non-removable",32 MP,Yes,1080p@30fps,48 MP + 2 MP + QVGA,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,Yes
tecno,"https://priceoye.pk/mobiles/tecno/tecno-spark-9t
","tecno spark 9t
","Rs  27,999",https://images.priceoye.pk/tecno-spark-9t-pakistan-priceoye-7leep-500x500.webp,2023-03-06,"Dual SIM (Nano-SIM, dual stand-by)",164.3 x 75.6 x 8.7 mm,N/A,"Android 12, HIOS 8.6",6.56 inches,720 x 1600 pixels,"IPS LCD, 90Hz",N/A,64/128,4 GB,microSDXC,Helio G37 (12 nm),PowerVR GE8320,"Li-Po 5000 mAh, non-removable",32 MP,Yes,1080p@30fps,13MP + 2MP + QVGA,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
itel,"https://priceoye.pk/mobiles/itel/itel-5026
","itel 5026
","Rs  5,249",https://images.priceoye.pk/itel-5026-pakistan-priceoye-fvxck-500x500.webp,2010-07-20,"Dual Sim, Dual Standby",N/A,200 g,No,2.4 inches,320 x 240 pixels,Quarter QVGA,No,32 MB,32 MB,Yes,1 MHz Processor,No,"1200 mAh, Li-ion Battery Removable",No,No,No,VGA,Yes,Yes,Yes,No,No,null,No,No,No
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-a32
","samsung galaxy a32
","Rs  79,999",https://images.priceoye.pk/samsung-galaxy-a32-pakistan-priceoye-45nyh-500x500.webp,2021-02-25,"Dual SIM (Nano-SIM, dual stand-by)",158.9 x 73.6 x 8.4 mm,184 g,"Android 11, One UI 3.0",6.4 inches,1080 x 2400 pixels,"Super AMOLED Capacitive Touchscreen, 16M Colors, Multitouch",Corning Gorilla Glass 5,128 GB,6 GB,microSDXC (dedicated slot),Mediatek Helio G80,Mali-G52 MC2,"Li-Ion 5000 mAh, non-removable",20 MP,No,1080p@30fps,64 MP + 8 MP + 5 MP + 5 MP,Yes,"4K@30fps, 1080p@30/120fps",Yes,Yes,Yes,No,No,Yes,Yes (market/region dependent)
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-s24-ultra
","samsung galaxy s24 ultra
","Rs  434,999",https://images.priceoye.pk/samsung-galaxy-s24-ultra-pakistan-priceoye-y5kgs-500x500.webp,2024-01-19,Dual-SIM (SIM 1 + SIM 2 / SIM 1 + eSIM / Dual eSIM),162.3 x 79.0 x 8.6,232g,Android,6.8 Inches,3120 x 1440 (Quad HD+),Dynamic AMOLED 2X,N/A,512GB,12 GB,null,Octa-Core,N/A,5000 mAh,12 MP,N/A,Yes,200 MP + 50 MP + 12 MP + 10 MP,Yes,UHD 8K (7680 x 4320) @30fps,Yes,Yes,Yes,Yes,N/A,Yes,Yes
infinix,"https://priceoye.pk/mobiles/infinix/infinix-hot-20i
","infinix hot 20i
","Rs  32,799",https://images.priceoye.pk/infinix-hot-20i-pakistan-priceoye-dihim-500x500.webp,2022-12-27,"Dual Sim, Dual Standby (Nano-SIM)",164.8 x 76.4 x 8.8 mm,195 g,Android 12 Go edition,6.6 Inches,720 x 1612 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,64/128 GB,3/4GB,microSDXC (dedicated slot),MediaTek MT6762G Helio G25 (12 nm),PowerVR GE8320,"(Li-ion Non removable), 5000 mAh",8 MP,No,1080p@30fps,13MP AF Triple Camera,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
tecno,"https://priceoye.pk/mobiles/tecno/tecno-camon-20-premier
","tecno camon 20 premier
","Rs  124,999",https://images.priceoye.pk/tecno-camon-20-premier-5g-pakistan-priceoye-v5tar-500x500.webp,2023-05-09,"Dual SIM (Nano-SIM, dual stand-by)",161.9 x 74.3 x 8.2 mm,202.5 g,"Android 13, HIOS 13",6.67 inches,1080 x 2400 pixels,"AMOLED, 120Hz",N/A,512 GB,8 GB,No,Mediatek Dimensity 8050 Octa-core,Mali-G77 MC9,5000 mAh,32 MP,Yes,1080p@30fps,50 MP + 108 MP + 2 MP,Yes,"4K@30fps, 1080p@30fps, HDR",Yes,Yes,Yes,Yes,FM radio,Yes,Yes
itel,"https://priceoye.pk/mobiles/itel/itel-muzik-400-core
","itel muzik 400 core
","Rs  3,650",https://images.priceoye.pk/itel-muzik-400-core-pakistan-priceoye-tzp5d-500x500.webp,2010-10-20,"Dual Sim, Dual Standby",N/A,N/A,Featured OS,2.4 inches,240 x 320 Pixels,TFT,No,4 MB,4 MB,Yes,No,No,1900 mAh Removable,No,No,No,VGA,No,Yes,Yes,No,No,null,Yes,No,No
itel,"https://priceoye.pk/mobiles/itel/itel-a26
","itel a26
","Rs  15,699",https://images.priceoye.pk/itel-a26-pakistan-priceoye-sdt31-500x500.webp,2001-03-20,"Dual SIM (Nano-SIM, dual stand-by)",148x72.3x9.9mm,169 g,Android 10 (Go Editon),5.7 inches,720x1520 pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",No,32 GB,2 GB,Yes,"UniSoC SC9863A, Quad-Core, 1.4 GHz",PowerVR GE8322,Non-removable Li-Po 3020 mAh battery,2 MP,No,720p@30fps,5 MP,Yes,720p@30fps,Yes,Yes,Yes,No,Yes,No,No
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-a22
","samsung galaxy a22
","Rs  55,999",https://images.priceoye.pk/samsung-galaxy-a22-pakistan-priceoye-09m1c-500x500.webp,2021-03-01,"Dual SIM (Nano-SIM, dual stand-by)",159.3 x 73.6 x 8.4 mm,186 g,"Android 11, One UI Core 3.1",6.4 inches,720 x 1600 pixels,"Super AMOLED Capacitive Touchscreen, 16M Colors, Multitouch",Gorilla Glass 5,128 GB,4/6 GB,Yes,"2GHz, 1.8GHz",Mali-G57 MC2,"Li-Po 5000 mAh, non-removable",13 MP,No,1080p@30fps,48 MP + 8 MP + 2 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,No,Yes,No
infinix,"https://priceoye.pk/mobiles/infinix/infinix-smart-7
","infinix smart 7
","Rs  24,599",https://images.priceoye.pk/infinix-smart-7-pakistan-priceoye-gg0cz-500x500.webp,2023-02-09,"Dual SIM (Nano-SIM, dual stand-by)",163.8 x 75.6 x 8.7 mm,188 g,Android 12,6.6 inches,720 x 1612 pixels,"IPS LCD, 500 nits",N/A,64 GB,4 GB/ 3 GB,microSDXC (dedicated slot),Helio A22,PowerVR GE8300,"Li-Po 5000 mAh, non-removable",5 MP,Yes,720p@30fps,13 MP + 0.3 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
realme,"https://priceoye.pk/mobiles/realme/realme-c25s
","realme c25s
","Rs  40,600",https://images.priceoye.pk/realme-c25s-pakistan-priceoye-zohmb-500x500.webp,2021-06-08,"Dual Sim, Dual Standby (Nano-SIM)",164.5 x 75.9 x 9.6mm,209 g,Android 11 OS,6.5 Inches,720 x 1600 pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,64/128 GB,4 GB,microSDXC (dedicated slot),MediaTek Helio G85 (12nm),Mali-G52 MC2,"(Li-Po Non removable), 6000 mAh",8 MP,No,1080p@30fps,48 MP + 2 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
tecno,"https://priceoye.pk/mobiles/tecno/tecno-camon-18t
","tecno camon 18t
","Rs  41,999",https://images.priceoye.pk/tecno-camon-18t-pakistan-priceoye-6voyj-500x500.webp,2021-11-29,"Dual Sim, Dual Standby (Nano-SIM)",168.86 x 76.67 x 8.77mm,N/A,Android 11 OS,6.78 inches,1080 x 2460 Pixels,LCD,N/A,128 GB,4 GB +(7GB upgrade by OTA),"microSD Card, (Unspecified)",Helio G85 Octa-Core,Mali-G52,"(Li-Po Non removable), 5000 mAh",48MP,Yes,Yes,48 MP +2MP+2MP,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
tecno,"https://priceoye.pk/mobiles/tecno/tecno-spark-8-pro
","tecno spark 8 pro
","Rs  38,199",https://images.priceoye.pk/tecno-spark-8-pro-pakistan-priceoye-uwthv-500x500.webp,2021-12-14,"Dual Sim, Dual Standby (Nano-SIM)",N/A,N/A,Android 11 OS,6.8 Inches,1080 x 2400 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,64GB,4 GB,"microSD Card, (supports up to 1TB)",MediaTek Helio G85 SoC,Mali-G52,"(Li-Po Non removable), 5000 mAh",8 MP,Yes,N/A,48 MP + 2 MP + QVGA,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
tecno,"https://priceoye.pk/mobiles/tecno/tecno-camon-19-pro-mondrian
","tecno camon 19 pro mondrian
","Rs  64,999",https://images.priceoye.pk/tecno-camon-19-pro-mondrian-pakistan-priceoye-mnca3-500x500.webp,2022-09-30,"Dual Sim, Dual Standby (Nano-SIM)",166.8 x 74.6 x 8.6 mm,204 g,Android 12 OS,6.8 Inches,1080 x 2460 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,128 GB,8 GB,microSD Card,Mediatek MT6781 Helio G96 (12 nm),Mali-G57 MC2,"Li-Po 5000 mAh, non-removable",32 MP,Yes,1080p@30fps,64 MP + 50 MP + 2 MP,null,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
itel,"https://priceoye.pk/mobiles/itel/itel-value-100
","itel value 100
","Rs  2,899",https://images.priceoye.pk/itel-value-100-pakistan-priceoye-g6q30-500x500.webp,2010-07-20,"Dual Sim, Dual Standby (Nano-SIM)",115. x 49.9 x 14.2 mm,N/A,No,1.77 Inches,320x240,LCD,No,4 MB,No,Yes,No,No,Li-ion 1500mAh Battery,No,No,No,No,Yes,No,Yes,No,No,No,FM radio,No,No
gfive,"https://priceoye.pk/mobiles/gfive/gfive-hero
","gfive hero
","Rs  3,249",https://images.priceoye.pk/gfive-hero-pakistan-priceoye-kbv97-500x500.webp,2023-06-12,"Dual Sim, Dual Standby",N/A,N/A,Proprietary OS,2.4 Inches,N/A,LCD Display,N/A,32 MB,32 MB,Yes,N/A,N/A,1800 mAH,N/A,No,No,Smart Camera,No,Yes,Yes,No,No,No,Yes,No,No
nokia,"https://priceoye.pk/mobiles/nokia/nokia-106-2018
","nokia 106 2018
","Rs  5,499",https://images.priceoye.pk/nokia-106-2018-pakistan-priceoye-29kea-500x500.webp,2018-01-01,"Dual SIM (Mini-SIM, dual stand-by)",111.15 x 49.5 x 14.4 mm,70.2 g,No,1.8 inches,160x120 pixels,"TFT, 65K colors",Corning Glass,Standard,Standard,No,No,No,Removable Li-Ion 800 mAh battery,No,No,No,No,No,No,No,No,No,No,FM radio,No,No
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-a03
","samsung galaxy a03
","Rs  26,699",https://images.priceoye.pk/samsung-galaxy-a03-pakistan-priceoye-n6qox-500x500.webp,2022-04-18,"Dual Sim, Dual Standby (Nano-SIM)",164.2 x 75.9 x 9.1 mm,196 g,Android 11 OS,6.5 Inches,720 x 1600 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,32 /64,3/4 GB,"microSD Card, (supports up to 1TB)",Unisoc T606,ARM Mali-G57 MP1,"(Li-Po Non removable), 5000 mAh",5 MP,No,N/A,48 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-a23
","samsung galaxy a23
","Rs  74,199",https://images.priceoye.pk/samsung-galaxy-a23-pakistan-priceoye-rmtif-500x500.webp,2022-04-15,"Dual Sim, Dual Standby (Nano-SIM)",164.5 x 76.9 x 8.4 mm,195 g,Android 12 OS,6.6 Inches,1080 x 2408 Pixels,"TFT display, 16M Colors, Multitouch",Corning Gorilla Glass 5,128 GB,6 GB,"microSD Card, (supports up to 1TB)",Qualcomm SM6225 Snapdragon 680 4G (6 nm),Adreno 610,"(Li-Po Non removable), 5000 mAh",8 MP,N/A,1080p@30fps,50 MP + 5 MP + 2 MP + 2MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
infinix,"https://priceoye.pk/mobiles/infinix/infinix-note-12-g88
","infinix note 12 g88
","Rs  38,999",https://images.priceoye.pk/infinix-note-12-g88-pakistan-priceoye-lbt9l-500x500.webp,2022-05-26,Dual Nano SIM,164.4 x 76.7 x 7.9 mm,184.5 g,"Android 11, XOS 10.6",6.7 inches,1080 x 2400 pixels,"AMOLED, 1000 nits (peak)",N/A,64/128 GB,4/6,microSDXC (dedicated slot),MediaTek Helio G88 (12nm),Mali-G52 MC2,"Li-Po 5000 mAh, non-removable",16 MP,No,1080p@30fps,50 MP + 2 MP + QVGA,Yes,1440p@30fps,Yes,Yes,yes,No,Yes,Yes,No
infinix,"https://priceoye.pk/mobiles/infinix/infinix-note-12-g96
","infinix note 12 g96
","Rs  45,499",https://images.priceoye.pk/infinix-note-12-g96-pakistan-priceoye-ukm0b-500x500.webp,2022-05-23,"Dual SIM (Nano-SIM, dual stand-by)",164.6 x 76.8 x 8 mm,185 g,"Android 12, XOS 10.6",6.7 inches,1080 x 2400 pixels,AMOLED,N/A,128 GB,8 GB,microSDXC (dedicated slot),Helio G96,Mali-G57 MC2,"Li-Po 5000 mAh, non-removable",16 MP,No,1080p@30fps,50 MP + 2 MP + QVGA,Yes,1440p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
realme,"https://priceoye.pk/mobiles/realme/realme-narzo-50i
","realme narzo 50i
","Rs  28,999",https://images.priceoye.pk/realme-narzo-50i-pakistan-priceoye-bsv3g-500x500.webp,2021-10-07,"Dual Sim, Dual Standby (Nano-SIM)",165.2 x 76.4 x 8.9 mm,195 g,Android 11 OS,6.5 Inches,720 x 1600 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,32/64 GB,2/4 GB,microSDXC (dedicated slot),"Octa-core CPU, up to 1.6GHz",IMG 8322,"(Li-Po Non removable), 5000 mAh",5 MP,No,1080p@30fps,8 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,No,Yes,No
itel,"https://priceoye.pk/mobiles/itel/itel-it5029
","itel it5029
","Rs  3,899",https://images.priceoye.pk/itel-it5029-pakistan-priceoye-yjnqw-500x500.webp,2023-09-05,Dual Sim,131.5 x 55.5 x 12.8 mm,N/A,Proprietary OS,2.4 Inches,240 x 320,QVGA,N/A,Standard,Standard,Expandable up to 32GB,360 MHz,N/A,1200 mAh,No,N/A,No,VGA,N/A,Yes,Yes,null,null,null,null,null,null
itel,"https://priceoye.pk/mobiles/itel/itel-s23-plus
","itel s23 plus
","Rs  44,999",https://images.priceoye.pk/itel-s23-plus-pakistan-priceoye-vbkr1-500x500.webp,2024-09-19,"Dual SIM (Nano-SIM, dual stand-by)",7.9 mm,178 g,"Android 13, itel OS 13",6.78 Inches,1080 x 2400 Pixels,"AMOLED, 500 nits (peak)",Corning Gorilla Glass 5,128/ 256 GB,16 GB (8+8)  / 8 GB（4+4),No,Unisoc Tiger T616,Mali-G57 MP1,5000 mAh,32 MP,N/A,Yes,50 MP + 0.08 MP,Yes,Yes,Yes,Yes,Yes,No,Unspecified,Yes,Yes (market/region dependent)
gfive,"https://priceoye.pk/mobiles/gfive/gfive-disco
","gfive disco
","Rs  3,199",https://images.priceoye.pk/gfive-disco-pakistan-priceoye-k1hzn-500x500.webp,2023-06-12,"Dual Sim, Dual Standby",N/A,N/A,Proprietary OS,2.4 Inches,N/A,N/A,N/A,32 MB,32 MB,Yes,N/A,N/A,3000 mAh,N/A,No,No,Digital Camera,No,Yes,Yes,No,No,No,Yes,No,No
itel,"https://priceoye.pk/mobiles/itel/itel-power-120
","itel power 120
","Rs  2,799",https://images.priceoye.pk/itel-power-120-pakistan-priceoye-sd1zo-500x500.webp,2024-01-16,Dual SIM,N/A,88 g,proprietary,2 inches,320 x 240 pixels,N/A,N/A,Standard,Standard,Yes,N/A,N/A,2500,N/A,N/A,N/A,0.3MP,Yes,N/A,Yes,No,No,No,Yes,No,No
nokia,"https://priceoye.pk/mobiles/nokia/nokia-100
","nokia 100
","Rs  7,000",https://images.priceoye.pk/nokia-100-pakistan-priceoye-oarzy-500x500.webp,2023-11-20,Mini-SIM,110 x 45.5 x 14.9 mm (4.33 x 1.79 x 0.59 in),69.6 g (2.43 oz),proprietary,1.8 inches,128 x 160 pixels,"TFT, 65K colors",N/A,Standard,Standard,N/A,N/A,N/A,Removable Li-Ion 850 mAh battery,No,N/A,N/A,No,Yes,No,No,No,No,No,FM radio,No,No
