brand,url,name,price,image,releaseDate,simSupport,dimensions,weight,os,screenSize,resolution,screenType,screenProtection,internalMemory,ram,cardSlot,processor,gpu,battery,frontCamera,frontFlash,frontVideoRec,backCamera,backFlash,backVideRec,bluetooth,3G,4G\LTE,5G,radio,wifi,nfc
gfive,"https://priceoye.pk/mobiles/gfive/gfive-mega-music
","gfive mega music
","Rs  3,499",https://images.priceoye.pk/gfive-mega-music-pakistan-priceoye-q300t-500x500.webp,2023-07-07,Dual SIM + dual stand-by,N/A,N/A,Proprietary OS,2.4 Inches,320 x 240,N/A,N/A,Standard,Standard,Support Up To 32 GB,N/A,N/A,3500 mAh,No,No,No,0.08 MP,Yes,Yes,Yes,No,No,No,Yes,No,No
itel,"https://priceoye.pk/mobiles/itel/itel-a49
","itel a49
","Rs  14,799",https://images.priceoye.pk/itel-a49-pakistan-priceoye-i6rgf-500x500.webp,2022-03-08,"Dual Sim, Dual Standby (Nano-SIM)",165.44x76.17x9.6mm,N/A,Android 11.0 (Go edition),6.6 Inches,1612 x 720,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,32 GB,2 GB,"microSD Card, (supports upto 128GB)",1.4 Ghz Quad Core,N/A,"(Li-ion Non removable), 4000 mAh",5 MP,Yes,Yes,5MP + QVGA,Yes,1080p@30fps,Yes,Yes,Yes,No,N/A,Yes,No
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-a73
","samsung galaxy a73
","Rs  171,499",https://images.priceoye.pk/samsung-galaxy-a73-pakistan-priceoye-zig0l-500x500.webp,2021-09-30,"Hybrid Dual SIM, Dual Standby, (Nano-SIM)",163.7 x 76.1 x 7.6 mm,181 g,"Android 12, One UI 4.1",6.7 Inches,1080 x 2400 Pixels,"Super AMOLED Capacitive Touchscreen, Multitouch",Super AMOLED Plus,256 GB,8 GB,microSDXC (uses shared SIM slot),Snapdragon 778G,Adreno 642L,"(Li-Po Non removable), 5000 mAh",32 MP,No,Yes,108 MP + 12 MP + 5 MP + 5 MP,Yes,"4K@30fps, 1080p@30/120fps; gyro-EIS",Yes,Yes,Yes,Yes,No,Yes,Yes (market/region dependent)
infinix,"https://priceoye.pk/mobiles/infinix/infinix-hot-12i
","infinix hot 12i
","Rs  34,299",https://images.priceoye.pk/infinix-hot-12i-pakistan-priceoye-exu6b-500x500.webp,2022-05-15,"Dual Sim, Dual Standby (Nano-SIM)",164.80 x 76.40 x 8.75mm,190 g,Android™ 11,6.6 Inches,720 x 1612 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,64 GB,4 GB,"microSD Card, (supports up to 512GB)",MediaTek Helio A22,PowerVR GE8320,"(Li-Po Non removable), 5000 mAh",8 MP,Yes,1080p@30fps,13MP + 2MP + 2MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
vivo,"https://priceoye.pk/mobiles/vivo/vivo-v29e
","vivo v29e
","Rs  88,499",https://images.priceoye.pk/vivo-v29e-pakistan-priceoye-ab1jc-500x500.webp,2023-08-11,"Dual Sim, Dual Standby (Nano-SIM)",N/A,N/A,Android 13 OS,6.7 Inches,1080 x 2400 Pixels,AMOLED Capacitive Touchscreen,N/A,256 GB,8/12 GB,N/A,Qualcomm SM6375 Snapdragon 695 5G (6 nm),Adreno 619,4800 mAh,50 MP,No,Yes,64 MP + 8 MP,Yes,1080p@30fps,Yes,Yes,Yes,Yes,No,Yes,No
tecno,"https://priceoye.pk/mobiles/tecno/tecno-pop-5-lte
","tecno pop 5 lte
","Rs  18,799",https://images.priceoye.pk/tecno-pop-5-lte-pakistan-priceoye-da728-500x500.webp,2021-11-15,N/A,164.87 x 76.09 x 8.75,N/A,Android 11 (Go edition),6.52 inches,1600 x 720,HD + Drop Screen Display,N/A,32 GB,2 GB,"microSD Card, (supports up to 256GB)","SC9863, Octa-core 1.6 GHz",N/A,Li-Po 5000 mAh,5 MP,Yes,Yes,8 MP + Q Dual Camera,Yes,Yes,Yes,Yes,Yes,No,N/A,Yes,No
infinix,"https://priceoye.pk/mobiles/infinix/infinix-smart-8-plus
","infinix smart 8 plus
","Rs  25,399",https://images.priceoye.pk/infinix-smart-8-plus-pakistan-priceoye-el1xu-500x500.webp,2023-12-21,"Dual Sim, Dual Standby (Nano-SIM)",N/A,N/A,Android 13 OS,6.6 Inches,720 x 1612 Pixels (~267 PPI),IPS LCD,N/A,64GB,4GB RAM,microSDXC (dedicated slot),Mediatek Helio G36,N/A,6000 mAh,8 MP,N/A,Yes,50 MP Dual Camera,LED Flash,1080p@30fps,Yes,Yes,Yes,No,FM radio,Yes,No
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-s24-ultra-12-256gb
","samsung galaxy s24 ultra 12 256gb
","Rs  420,000",https://images.priceoye.pk/samsung-galaxy-s24-ultra-12-256gb-pakistan-priceoye-63n0g-500x500.webp,2024-02-12,Dual-SIM (SIM 1 + SIM 2 / SIM 1 + eSIM / Dual eSIM),162.3 x 79.0 x 8.6,232g,Android,6.8 Inches,3120 x 1440 (Quad HD+),Dynamic AMOLED 2X,N/A,256 GB,12 GB,null,Octa-Core,null,5000 mAh,12 MP,N/A,Yes,200 MP + 50 MP + 12 MP + 10 MP,Yes,UHD 8K (7680 x 4320) @30fps,Yes,Yes,Yes,Yes,N/A,Yes,Yes
realme,"https://priceoye.pk/mobiles/realme/realme-c21y
","realme c21y
","Rs  33,299",https://images.priceoye.pk/realme-c21y-pakistan-priceoye-t6q5x-500x500.webp,2021-07-02,"Dual Sim, Dual Standby (Nano-SIM)",164.5 x 76 x 9.1 mm,200 g,Android 11 OS,6.5 inches,720 x 1600 pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,32/64 GB,3/4GB,microSDXC (dedicated slot),Unisoc T610 (12 nm),Mali-G52,"(Li-Po Non removable), 5000 mAh",5 MP,No,1080p@30fps,13MP+2MP+2MP,Yes,1080p@30fps,YES,Yes,Yes,No,No,Yes,No
tecno,"https://priceoye.pk/mobiles/tecno/tecno-pova-neo
","tecno pova neo
","Rs  30,199",https://images.priceoye.pk/tecno-pova-neo-pakistan-priceoye-24anr-500x500.webp,2021-12-09,"Dual Sim, Dual Standby (Nano-SIM)",171.4 x 77.3 x 9.1 mm,N/A,Android 11 OS,6.8 inches,720 x 1640 pixels,HD + Dot Notch Display,N/A,64 GB,4 GB,"microSD Card, (supports up to 128GB)",MediaTek Helio G25 (12 nm),PowerVR GE8320,"(Li-Po Non removable), 6000 mAh",8 MP,Yes,1080p@30fps,13 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
gfive,"https://priceoye.pk/mobiles/gfive/gfive-crown
","gfive crown
","Rs  2,325",https://images.priceoye.pk/gfive-crown-pakistan-priceoye-q1cjv-500x500.webp,2023-06-02,"Dual Sim, Dual Standby",N/A,N/A,N/A,1.8 Inches,128 x 160,N/A,N/A,Standard,Standard,Support Up To 32 GB,N/A,N/A,3000 mah,No,No,No,0.08 MP,N/A,Yes,Yes,No,No,No,Yes,No,No
realme,"https://priceoye.pk/mobiles/realme/realme-c33
","realme c33
","Rs  39,999",https://images.priceoye.pk/realme-c33-pakistan-priceoye-kdgiy-500x500.webp,2023-03-13,"Dual Sim, Dual Standby (Nano-SIM)",164.2 x 75.7 x 8.3 mm,187 g,Android 12 OS,6.5 Inches,720 x 1600 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,128 GB,4 GB,microSDXC (dedicated slot),Unisoc Tiger T612 (12 nm),Mali-G52 MP2,"Li-Po Non removable, 5000 mAh",5 MP,No,720p@30fps,50 MP + 0.3 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
itel,"https://priceoye.pk/mobiles/itel/itel-value-100s
","itel value 100s
","Rs  4,049",https://images.priceoye.pk/itel-value-100s-pakistan-priceoye-2eur4-500x500.webp,2022-12-07,Dual SIM,115. x 49.9 x 14.2 mm,N/A,Proprietary OS,1.8 inches,N/A,QVGA,N/A,Standard,Standard,Micro SD support up to 16GB,MT6261D,N/A,1000 mAh,N/A,No,No,No,No,No,Yes,No,No,No,Yes,No,No
gfive,"https://priceoye.pk/mobiles/gfive/gfive-spark
","gfive spark
","Rs  2,325",https://images.priceoye.pk/gfive-spark-pakistan-priceoye-fotb1-500x500.webp,2023-06-12,"Dual Sim, Dual Standby",N/A,N/A,Proprietary OS,1.8 inches,N/A,N/A,N/A,32 MB,32 MB,Yes,N/A,N/A,3000 mAh,N/A,No,No,Smart Camera,No,Yes,Yes,No,No,No,Yes,No,No
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-a04s
","samsung galaxy a04s
","Rs  32,199",https://images.priceoye.pk/samsung-galaxy-a04s-pakistan-priceoye-ni71u-500x500.webp,2023-05-30,"Dual Sim, Dual Standby (Nano-SIM)",164.7 x 76.7 x 9.1 mm,195 g,Android 12 OS,6.5,720 x 1600 Pixels,"PLS LCD Capacitive Touchscreen, 16M Colors, Multitouch",null,32/64/128 GB,3/4 GB,microSD Card,Exynos 850 (8nm),Mali-G52,5000 mAh,5 MP,No,1080p@30fps,50 MP + 2 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,No,Yes,Yes
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-s23-ultra
","samsung galaxy s23 ultra
","Rs  494,999",https://images.priceoye.pk/samsung-galaxy-s23-ultra-pakistan-priceoye-ndm7s-500x500.webp,2023-02-20,"Nano-SIM and eSIM or Dual SIM (2 Nano-SIMs and eSIM, dual stand-by)",163.4 x 78.1 x 8.9 mm,234 g (8.25 oz),"Android 13, One UI 5.1",6.8 inches,1440 x 3088 pixels,"Dynamic AMOLED 2X, 120Hz, HDR10+, 1750 nits (peak)",Corning Gorilla Glass Victus 2,512 GB,12 GB,No,Qualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm),Adreno 740,"Li-Ion 5000 mAh, non-removable",12 MP,No,"4K@30/60fps, 1080p@30fps",200 MP + 10 MP + 10 MP + 12 MP,Yes,"8K@24/30fps, 4K@30/60fps, 1080p@30/60/240fps, 1080p@960fps, HDR10+, stereo sound rec., gyro-EIS",Yes,Yes,Yes,Yes,No,Yes,Yes
oppo,"https://priceoye.pk/mobiles/oppo/oppo-a54
","oppo a54
","Rs  59,499",https://images.priceoye.pk/oppo-a54-pakistan-priceoye-f2nhb-500x500.webp,2021-03-26,"Dual SIM (Nano-SIM, dual stand-by)",163.6 x 75.7 x 8.4 mm,192 g,"Android 10, ColorOS 7.2",6.51 inches,720 x 1600 pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",Corning Gorilla Glass,128 GB,4 GB,Yes,MT6765V/CBA  Octa-core 2.3GHz,IMG GE8320 @ 680 MHz,"Li-Po 5000 mAh, non-removable","16 MP, f/2.0",No,1080p@30fps,13 MP + 2 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,FM radio,Yes,No
oppo,"https://priceoye.pk/mobiles/oppo/oppo-a76
","oppo a76
","Rs  66,999",https://images.priceoye.pk/oppo-a76-pakistan-priceoye-nlxrd-500x500.webp,2022-02-28,"Dual Sim, Dual Standby (Nano-SIM)",164.4 x 75.7 x 8.4 mm,189 g,Android 11 OS,6.56 Inches,720 x 1612 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,128 GB,6 GB,microSDXC (dedicated slot),Qualcomm SM6225 Snapdragon 680 4G (6 nm),Adreno 610,"(Li-Po Non removable), 5000 mAh",8 MP,No,1080p@30fps,13 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
vivo,"https://priceoye.pk/mobiles/vivo/vivo-y33s
","vivo y33s
","Rs  51,999",https://images.priceoye.pk/vivo-y33s-pakistan-priceoye-de0on-500x500.webp,2021-08-01,"Dual Sim, Dual Standby (Nano-SIM)",164.26 x 76.08 x 8.00 mm,182 g,Android 11 OS,6.5 Inches,1080 x 2408 Pixels,"Capacitive IPS LCD Touchscreen, 16M Colors, Multitouch",N/A,128 GB,8GB RAM +4GB extended RAM,"microSD Card, (supports up to 1TB)",Mediatek Helio G80 (12 nm),Mali-G52 MC2,"(Li-Po Non removable), 5000 mAh",16 MP,No,4K@30fps,50MP + 2MP + 2MP,Yes,1080p@30fps,Yes,Yes,Yes,No,No,Yes,Yes (market/region dependent)
tecno,"https://priceoye.pk/mobiles/tecno/tecno-camon-20-pro
","tecno camon 20 pro
","Rs  60,999",https://images.priceoye.pk/tecno-camon-20-pro-pakistan-priceoye-o2bfc-500x500.webp,2023-05-09,"Dual SIM (Nano-SIM, dual stand-by)",163.4 x 76.7 x 7.8 mm,N/A,"Android 13, HIOS 13",6.67 inches,1080 x 2400 pixels,"AMOLED, 120Hz",No,256 GB,8 GB,microSD Card (dedicated slot),G99 Octa-Core,Mali-G57 MC2,"Li-Po 5000 mAh, non-removable",32 MP,Yes,1080p@30fps,64 MP + 2 MP + AI Cam,Yes,1080p@30fps,Yes,Yes,Yes,No,FM radio,Yes,Yes
itel,"https://priceoye.pk/mobiles/itel/itel-muzik410-pro
","itel muzik410 pro
","Rs  4,299",https://images.priceoye.pk/itel-muzik410-pro-pakistan-priceoye-zr6zg.png,2023-06-02,"Dual Sim, Dual Standby",14.3 mm,75 gm,Proprietary OS,2.4 Inches,240 x 320 Pixels,TFT,N/A,32Mb,32Mb,Yes,N/A,N/A,1500mAh,No,No,No,0.08 MP,No,Yes,Yes,No,No,No,Yes,No,No
itel,"https://priceoye.pk/mobiles/itel/itel-a49-play
","itel a49 play
","Rs  16,499",https://images.priceoye.pk/itel-a49-play-pakistan-priceoye-hztml-500x500.webp,2023-08-17,"Dual SIM (Nano-SIM, dual stand-by)",N/A,N/A,Android 11 (Go edition),6.3 Inches,720 x 1600 Pixels,IPS LCD,N/A,32 GB,2 GB,"microSD, up to 128GB (dedicated slot)",Quad Core 1.3GHz,N/A,4000 mAh,2 MP,N/A,Yes,5 MP + QVGA,Yes,720p@30fps,Yes,Yes,Yes,No,N/A,Yes,No
itel,"https://priceoye.pk/mobiles/itel/itel-it2166
","itel it2166
","Rs  2,649",https://images.priceoye.pk/itel-it2166-pakistan-priceoye-06vef-500x500.webp,2023-11-10,Dual standby,N/A,N/A,Proprietary OS,2 Inches,QQVGA,QQVGA,N/A,4 MB,4 MB,upto 32GB,208 MHz,N/A,1000 mAh,No,N/A,No,0.8 MP,Yes,Yes,Yes,N/A,No,No,Yes,No,No
nokia,"https://priceoye.pk/mobiles/nokia/nokia-130
","nokia 130
","Rs  6,999",https://images.priceoye.pk/nokia-130-pakistan-priceoye-gvvxa-500x500.webp,2014-09-01,Single Sim,111.5 x 48.4 x 14.2 mm,68.6 g,S30+,1.8 inches,160 x 120 pixels,"TFT, 65K colors",Corning Gorilla Glass,4MB,4MB,microSDHC (dedicated slot),No,N/A,Removable Li-Ion 1020 mAh battery (BL-5C),No,No,No,VGA,No,Yes,Yes,No,No,No,FM radio,Yes,No
nokia,"https://priceoye.pk/mobiles/nokia/nokia-105-2022
","nokia 105 2022
","Rs  6,199",https://images.priceoye.pk/nokia-105-2022-pakistan-priceoye-azhy4-500x500.webp,2021-07-15,Dual Sim,null,null,Proprietary OS,1.77 Inches,120 x 160 pixels,null,N/A,Standard,Standard,null,null,null,1000 mAh,null,null,null,null,null,null,null,null,null,null,Yes,null,null
nokia,"https://priceoye.pk/mobiles/nokia/nokia-c31
","nokia c31
","Rs  23,999",https://images.priceoye.pk/nokia-c31-pakistan-priceoye-jn2md-500x500.webp,2022-09-01,"Dual SIM (Nano-SIM, dual stand-by)",169.2 x 78 x 8.6 mm,200 g,Android 12,6.75 inches,720 x 1600 pixels,IPS LCD,N/A,64/128 GB,4 GB,microSDXC (dedicated slot),Unisoc SC9863A,IMG8322,"Li-Po 5050 mAh, non-removable",5 MP,No,Yes,13 MP + 2 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-a33
","samsung galaxy a33
","Rs  100,999",https://images.priceoye.pk/samsung-galaxy-a33-pakistan-priceoye-5sgfn-500x500.webp,2021-10-01,"Dual Sim, Dual Standby (Nano-SIM)",159.7 x 74 x 8.1 mm,186g,Android 12,6.4 Inches,1080 x 2400 Pixels,FHD+ Super AMOLED,Corning Gorilla Glass 5,128 GB,8 GB,"microSD Card, (supports up to 1TB)",Exynos 1280 (5 nm),Mali-G68,"(Li-ion Non removable), 5000 mAh",13 MP,No,1080p@30fps,48 MP + 8 MP + 2 MP + 5 MP,Yes,"4K@30fps, 1080p@30/120fps",Yes,Yes,Yes,Yes,No,Yes,Yes
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-z-fold-5
","samsung galaxy z fold 5
","Rs  517,499",https://images.priceoye.pk/samsung-galaxy-z-fold-5-pakistan-priceoye-1rzcr-500x500.webp,2024-07-26,"Nano-SIM and eSIM or Dual SIM (2 Nano-SIMs and eSIM, dual stand-by)",Unfolded: 129.9x 154.9 x 6.1 mm Folded: 67.1 x 154.9 x 13.4 mm,253 g,"Android 13, One UI 5.1.1",7.6 inches,1812 x 2176 Pixels,"Foldable Dynamic AMOLED 2X, 120Hz, HDR10+",Corning Gorilla Glass Victus 2,512 GB,12 GB,No,Snapdragon® 8 Gen 2 Mobile Platform for Galaxy,Adreno 740,"Li-Po 4400 mAh, non-removable",4 MP + 10 MP,No,"4K@30/60fps, 1080p@30/60fps, gyro-EIS",12 MP + 50 MP + 10 MP,Yes,"8K@24fps, 4K@60fps, 1080p@60/240fps (gyro-EIS), 720p@960fps (gyro-EIS), HDR10+",Yes,Yes,Yes,Yes,No,Yes,Yes
oppo,"https://priceoye.pk/mobiles/oppo/oppo-a16
","oppo a16
","Rs  24,499",https://images.priceoye.pk/oppo-a16-pakistan-priceoye-xrnnj-500x500.webp,2021-09-20,"Dual Sim, Dual Standby (Nano-SIM)",163.8 x 75.6 x 8.4 mm,190 g,Android 11 OS,6.52 Inches,720 x 1600 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",NA,32 GB,3 GB,"microSD Card, (supports up to 256GB)",MediaTek Helio G35 (12 nm),PowerVR GE8320,"(Li-Po Non removable), 5000 mAh",8 MP,No,1080p@30fps,13MP + 2MP + 2MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
oppo,"https://priceoye.pk/mobiles/oppo/oppo-a57-4g
","oppo a57 4g
","Rs  43,299",https://images.priceoye.pk/oppo-a57-4g-pakistan-priceoye-22if4-500x500.webp,2022-10-22,"Dual SIM (Nano-SIM, dual stand-by)",163.7 x 75 x 8 mm,187 g,ColorOS 12.1,6.56 inches,720 x 1612 Pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,64 GB,3 GB,microSDXC,MediaTek Helio G35,PowerVR GE8320,"Li-Po 5000 mAh, non-removable",8 MP,No,1080p@30fps,13 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,N/A,Yes,No
vivo,"https://priceoye.pk/mobiles/vivo/vivo-v25
","vivo v25
","Rs  140,499",https://images.priceoye.pk/vivo-v25-pakistan-priceoye-whd7p-500x500.webp,2023-01-10,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",159.20×74.20×7.79mm,186 g,Funtouch OS 12,6.44 inches,1080 x 2404 pixels,"AMOLED Capacitive Touchscreen, Multitouch",N/A,256 GB,12 GB,microSDXC (uses shared SIM slot),MediaTek MT6877 Dimensity 900,Mali-G68 MC4,"Li-Po 4500 mAh, non-removable",50 MP,No,"4K@30fps, 1080p@30fps, HDR",64 MP + 8 MP + 2 MP,Yes,"4K@30fps, 1080p@30fps",Yes,Yes,Yes,Yes,No,Yes,Yes
vivo,"https://priceoye.pk/mobiles/vivo/vivo-v29
","vivo v29
","Rs  143,199",https://images.priceoye.pk/vivo-v29-pakistan-priceoye-p8zua-500x500.webp,2023-07-31,"Nano-SIM, eSIM or Dual SIM (Nano-SIM, dual stand-by)",164.18 × 74.37 × 7.46 mm,186 g,Funtouch OS 13,6.78 inches,2800 × 1260 Pixels,AMOLED,N/A,256 GB,12 GB,No,Qualcomm Snapdragon 778G,Adreno 642L,4600 mAh,50 MP,No,1080p@30fps,50 MP + 8 MP + 2 MP,Yes,"4K@30fps, 1080p@30fps",Yes,Yes,Yes,Yes,No,Yes,Yes
realme,"https://priceoye.pk/mobiles/realme/realme-c35
","realme c35
","Rs  31,999",https://images.priceoye.pk/realme-c35-pakistan-priceoye-f05jx-500x500.webp,2022-05-18,"Dual SIM (Nano-SIM, dual stand-by)",164.4 x 75.6 x 8.1 mm,189 g,Android 11,6.6 inches,1080 x 2408 pixels,"IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch",N/A,64/128,4/6 GB,microSDXC (dedicated slot),Unisoc T616 Processor,ARM Mali-G57,"Li-Po 5000 mAh, non-removable",8 MP,No,720p@30fps,50 MP + 02 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
realme,"https://priceoye.pk/mobiles/realme/realme-narzo-50
","realme narzo 50
","Rs  34,899",https://images.priceoye.pk/realme-narzo-50-pakistan-priceoye-qb2he-500x500.webp,2023-04-08,"Dual SIM (Nano-SIM, dual stand-by)",164.1 x 75.5 x 8.5 mm,194 g,"Android 11, Realme UI 2.0",6.6 Inches,1080 x 2412 Pixels,IPS LCD,N/A,64/128 GB,4 GB,microSDXC (dedicated slot),Mediatek Helio G96 (12 nm),Mali-G57 MC2,"(Li-Po Non removable), 5000 mAh",16 MP,No,1080p@30fps,50 MP + 2 MP + 2 MP,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
gfive,"https://priceoye.pk/mobiles/gfive/gfive-g3310
","gfive g3310
","Rs  2,749",https://images.priceoye.pk/gfive-3310-pakistan-priceoye-pxvu6-500x500.webp,2022-03-09,Dual SIM,null,null,Proprietary OS,1.77 Inches,null,LCD Display,null,Standard,Standard,Yes,null,null,1200 mAh,null,null,null,Digital Camera,null,Yes,Yes,null,null,null,Yes,null,null
gfive,"https://priceoye.pk/mobiles/gfive/gfive-big-fighter
","gfive big fighter
","Rs  2,749",https://images.priceoye.pk/gfive-big-fighter-pakistan-priceoye-xdtmr-500x500.webp,2022-09-14,Dual Sim,null,null,Proprietary OS,1.8 Inches,null,null,null,Standard,Standard,Yes,null,null,1200 mAh,null,null,null,null,null,null,Yes,null,null,null,Yes,null,null
gfive,"https://priceoye.pk/mobiles/gfive/gfive-fighter
","gfive fighter
","Rs  2,899",https://images.priceoye.pk/gfive-fighter-pakistan-priceoye-ihcqq-500x500.webp,2022-09-14,Dual Sim,null,null,Proprietary OS,1.8 Inches,null,LCD Display,null,Standard,Standard,Yes,null,null,1200 mAh,null,null,null,Digital Camera,null,Yes,Yes,null,null,null,Yes,null,null
gfive,"https://priceoye.pk/mobiles/gfive/gfive-rock
","gfive rock
","Rs  2,849",https://images.priceoye.pk/gfive-rock-pakistan-priceoye-9sewg-500x500.webp,2023-06-16,Dual Sim,N/A,N/A,Proprietary OS,1.8 Inches,N/A,N/A,N/A,sta,Standard,Support Up To 32 GB,N/A,N/A,3000 mAh,No,No,No,0.08 MP,No,Yes,Yes,No,No,No,Yes,No,No
nokia,"https://priceoye.pk/mobiles/nokia/nokia-110-2022
","nokia 110 2022
","Rs  7,999",https://images.priceoye.pk/nokia-110-2022-pakistan-priceoye-ic2p4-500x500.webp,2023-11-22,"Dual SIM (Mini-SIM, dual stand-by)",N/A,N/A,proprietary,1.77 inches,120 x 160 pixels,"TFT LCD, 65K colors",N/A,32MB,4MB RAM,microSDHC,N/A,N/A,"Li-Ion 1000 mAh, removable",No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No
samsung,"https://priceoye.pk/mobiles/samsung/samsung-galaxy-z-fold-4
","samsung galaxy z fold 4
","Rs  324,999",https://images.priceoye.pk/samsung-galaxy-z-fold-4-pakistan-priceoye-txrjp-500x500.webp,2022-10-18,Two Nano Sim and one eSIM,Unfolded: 155.1 x 130.1 x 6.3 mm Folded: 155.1 x 67.1 x 15.8 mm-14.2mm,263 g,"Android 12L, One UI 4.1.1",7.6 inches,1812 x 2176 pixels,"Foldable Dynamic AMOLED 2X, 120Hz, HDR10+, 1200 nits (peak)",N/A,512 GB,12 GB,No,Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm),Adreno 730,"Li-Po 4400 mAh, non-removable",4 MP + 10 MP,No,"4K@30fps, 1080p@30fps, gyro-EIS",50 MP + 10 MP + 12 MP,Yes,"4K@60fps, 1080p@60/240fps (gyro-EIS), 720p@960fps (gyro-EIS), HDR10+",Yes,Yes,Yes,Yes,No,Yes,Yes
infinix,"https://priceoye.pk/mobiles/infinix/infinix-hot-30
","infinix hot 30
","Rs  30,099",https://images.priceoye.pk/infinix-hot-30-pakistan-priceoye-9obyn-500x500.webp,2023-08-29,"Dual SIM (Nano-SIM, dual stand-by)",168.7 x 76.6 x 8.4 mm,196 g,"Android 13, XOS 12.6",6.78 Inches,1080 x 2460 Pixels,IPS LCD,N/A,128 GB,8 GB,microSDXC (dedicated slot),Mediatek Helio G88 (12nm) Octa-core,Mali-G52 MC2,5000 mAh,8 MP,Yes,1080p@30fps,50 MP + 0.08 MP,Yes,"1440p@30fps, 1080p@30fps",Yes,Yes,Yes,No,Yes,Yes,Yes
oppo,"https://priceoye.pk/mobiles/oppo/oppo-a16k
","oppo a16k
","Rs  39,999",https://images.priceoye.pk/oppo-a16k-pakistan-priceoye-qq2n0-500x500.webp,2022-02-13,"Dual SIM (Nano-SIM, dual stand-by)",164 x 75.4 x 7.9 mm,175 g,"Android 11, ColorOS 11.1 Lite",6.52 inches,720 x 1600 pixels,"IPS LCD, 480 nits (typ)",N/A,32/64 GB,4 GB,microSDXC,MediaTek Helio G35,IMG GE8320@680 MHz 10.2 fps,"Li-Po 4230 mAh, non-removable",5 MP,No,1080p@30fps,13 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,N/A,Yes,No
vivo,"https://priceoye.pk/mobiles/vivo/vivo-y21
","vivo y21
","Rs  53,499",https://images.priceoye.pk/vivo-y21-pakistan-priceoye-va5gh-500x500.webp,2021-08-20,"Dual SIM (Nano-SIM, dual stand-by)",164.26×76.08×8.00mm,182 g,Funtouch OS 11.1,6.51 inches,720 x 1600 pixels,IPS LCD,N/A,64/128 GB,4GB RAM (+1GB extended RAM),microSDXC (dedicated slot),Mediatek Helio P35 (12nm),PowerVR GE8320,"Li-Po 5000 mAh, non-removable",8 MP,No,1080p@30fps,13 MP + 2 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
vivo,"https://priceoye.pk/mobiles/vivo/vivo-y02s
","vivo y02s
","Rs  29,299",https://images.priceoye.pk/vivo-y02s-pakistan-priceoye-4g7f3-500x500.webp,2022-11-30,"Dual SIM (Nano-SIM, dual stand-by)",163.95×75.55×8.19mm,182 g,"Android 12, Funtouch 12",6.51 inches,720 x 1600 pixels,IPS LCD,N/A,32 GB,3 GB,microSDXC (dedicated slot),Mediatek MT6765 Helio P35 (12nm),PowerVR GE8320,"Li-Po 5000 mAh, non-removable",5 MP,No,Yes,8 MP,Yes,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
