link,name
/pk/wearables/watch-gt2-pro/,HUAWEI WATCH GT 2 Pro
/pk/wearables/watch-gt2/,HUAWEI WATCH GT 2
/pk/wearables/watch-gt/,HUAWEI WATCH GT
/pk/wearables/band7/,HUAWEI Band 7
/pk/mobileservices/health/?toCampaign,HUAWEI Health
